KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
EVTOPTA451002;For as long as He will be subordinate to me!;Pour aussi longtemps qu'il sera subordonné à moi!;Solange er mir untergeordnet sein wird!;Tak d³ugo, jak On bêdzie mi podlega³!;¡Mientras él esté subordinado a mí!;Purchè resti subordinato a me!;Mindaddig, amíg Õ alárendelt lesz nekem!;Dokud bude podøízenı mnì!;Mindaddig, amíg Õ alárendelt lesz nekem!;Zolang Hij ondergeschikt zal zijn aan mij!;Enquanto ele estiver subordinado a mim!;Äî òåõ ïîğ, ïîêà Îí áóäåò ïîä÷èíåí ìíå!;Niin kauan kuin Hän on alistunut minulle!;x
EVTNAME451003;The Lippe-Detmold Question;La question de Lippe-Detmold;Die Lippe-Detmold-Frage;Pytanie z Lippe-Detmold;La pregunta de Lippe-Detmold;La questione di Lippe-Detmold;A Lippe-Detmold kérdés;Otázka Lippe-Detmold;A Lippe-Detmold kérdés;De Lippe-Detmold vraag;A pergunta Lippe-Detmold;Âîïğîñ Ëèïïå-Äåòìîëüä;Lippe-Detmoldin kysymys;x
EVTDESC451003;The little city of Lippe has been under our rule for centuries, yet, an actual state exists there since the 12th century.;La petite ville de Lippe a été sous notre domination pendant des siècles. Toutefois, un état réel y existe depuis le 12ème siècle.;Die kleine Stadt Lippe steht seit Jahrhunderten unter unserer Herrschaft, doch existiert dort seit dem 12. Jahrhundert ein wirklicher Staat.;Ma³e miasto Lippe przez wieki by³o pod nasz¹ rz¹dami, ale rzeczywiste pañstwo istnieje tam od XII wieku.;La pequeña ciudad de Lippe ha estado bajo nuestro dominio durante siglos, sin embargo, existe un estado real allí desde el siglo XII.;La piccola città di Lippe è stata sotto il nostro dominio per secoli, eppure esiste uno stato vero dal XII secolo.;Lippe kisvárosa évszázadok óta uralmunk alatt áll, de a 12. század óta létezik egy tényleges állam.;Malé mìsto Lippe bylo po staletí pod naší vládou, ale od 12. století existuje skuteènı stát.;Lippe kisvárosa évszázadok óta uralmunk alatt áll, de a 12. század óta létezik egy tényleges állam.;Het kleine stadje Lippe is eeuwenlang onder onze heerschappij geweest, maar toch bestaat er sinds de 12e eeuw een echte staat.;A pequena cidade de Lippe tem estado sob nosso governo por séculos, no entanto, um estado real existe lá desde o século XII.;Ìàëåíüêèé ãîğîä Ëèïïå íàõîäèòñÿ ïîä íàøèì ïğàâëåíèåì â òå÷åíèå ìíîãèõ ñòîëåòèé, íî íàñòîÿùåå ãîñóäàğñòâî ñóùåñòâóåò ñ XII âåêà.;Lippen pieni kaupunki on ollut vallan alla vuosisatojen ajan, mutta olemassa oleva valtio on olemassa jo 12-luvulta lähtien.;x
EVTOPTA451003;Let them be subordinate to me;Qu'il me soit subordonnés;Lass sie mir unterordnen;Niech mi siê podporz¹dkuj¹;Déjalos que estén subordinados a mí;Che sia subordinato a me;Engedjék alá õket;Dovolte mi, aby mi byli podøízeni;Engedjék alá õket;Laat ze ondergeschikt zijn aan mij;Deixe-os ser subordinados a mim;Ïóñòü îíè ïîä÷èíÿòñÿ ìíå;Antakaa heidät alistumaan minulle;x
EVTNAME451004;The Ernestine duchies;Les duchés ernestines;Die ernestinischen Herzogtümer;Ksiêstwa Ernestyny;Los ducados de Ernestine;I ducati ernestini;Az Ernestine duchies;Ernestinské duchy;Az Ernestine duchies;De Ernestine-hertogdommen;Os ducados de Ernestine;İğíåñòèíñêèå ãåğöîãñòâà;Ernestine duchit;x
EVTDESC451004;God only knows how many duchies of the Saxons exist. But on the map we can see three of them, and they are in our rule.;Dieu seul sait combien de duchés des Saxons existent. Mais sur la carte nous pouvons voir trois d'entre eux, et ils sont dans notre règle.;Gott weiß nur, wie viele Herzogtümer in Sachsen existieren. Aber auf der Karte können wir drei von ihnen sehen, und sie sind in unserer Regel.;Bóg jeden wie, ile ksiêstw Saksonów istnieje. Ale na mapie widzimy trzy z nich i s¹ one w naszej regule.;Dios solo sabe cuántos ducados de los sajones existen. Pero en el mapa podemos ver tres de ellos, y están en nuestra regla.;Dio solo sa quanti ducati dei Sassoni esistono. Ma sulla mappa possiamo vederne tre e sono sotto il nostro governo.;Isten csak annyit tud, hogy hány duó létezik a szászok között. De a térképen hármat látunk, és a mi szabályunk.;Bùh ví, kolik duchù sasù existuje. Ale na mapì mùeme vidìt tøi, a oni jsou v naší vládì.;Isten csak annyit tud, hogy hány duó létezik a szászok között. De a térképen hármat látunk, és a mi szabályunk.;God weet alleen hoeveel Hertogen van de Saksen er zijn. Maar op de kaart kunnen we er drie zien, en ze zijn in onze regel.;Só Deus sabe quantos ducados dos saxões existem. Mas no mapa podemos ver três deles e eles estão em nossa regra.;Áîã çíàåò, ñêîëüêî ñóùåñòâóåò ãåğöîãñòâ ñàêñîâ. Íî íà êàğòå ìû âèäèì òğè èç íèõ, è îíè íàõîäÿòñÿ â íàøåì ïğàâèëå.;Jumala tietää vain, kuinka monta saksilaista duchia on olemassa. Mutta kartalla näemme kolme niistä, ja ne ovat meidän sääntömme.;x
EVTOPTA451004;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Um Sachsen zu führen!;Óì Ñàõñıí öó ôşğåí!;Um Sachsen zu führen!;x
EVTNAME451005;The Zulu rebellions;Les rébellions zoulous;Die Zulu-Rebellionen;Bunty Zulu;Las rebeliones zulúes;Le ribellioni degli Zulù;A zulu lázadások;Zulu povstání;A zulu lázadások;De Zoeloes-opstanden;As rebeliões zulu;Âîññòàíèÿ Çóëó;Zulun kapinat;x
EVTDESC451005;After the settlement in the so-called Zululand, the native populace mimicked our institutions and are actively trying to restore their rule on such lands.;Après la colonisation dans le soi-disant Zoulouland, la population indigène a imité nos institutions et tente activement de restaurer leur domination sur ces terres.;Nach der Ansiedlung im sogenannten Zululand ahmte die eingeborene Bevölkerung unsere Institutionen nach und versuchte aktiv, ihre Herrschaft über solche Länder wiederherzustellen.;Po osiedleniu siê w tak zwanym Zululandzie, rdzenna ludnoœæ naœladowa³a nasze instytucje i aktywnie próbuje przywróciæ ich panowanie na takich ziemiach.;Después del asentamiento en el llamado Zululand, la población nativa imitó a nuestras instituciones y está tratando activamente de restaurar su dominio en tales tierras.;Dopo l'insediamento nel cosiddetto Zululand, il popolo nativo imitò le nostre istituzioni e sta attivamente cercando di ripristinare il loro dominio su tali terre.;Az úgynevezett Zululand település után az õslakosok utánoztak intézményeink, és aktívan megpróbálják helyreállítani az ilyen területekre vonatkozó uralmukat.;Po osídlení v tzv. Zululandu domorodá populace napodobovala naše instituce a aktivnì se snaí obnovit své pravidlo na takovıch zemích.;Az úgynevezett Zululand település után az õslakosok utánoztak intézményeink, és aktívan megpróbálják helyreállítani az ilyen területekre vonatkozó uralmukat.;Na de nederzetting in de zogenaamde Zululand bootsten de inheemse bevolking onze instellingen na en proberen ze actief hun gezag over zulke landen te herstellen.;Após o assentamento na chamada Zululândia, a população nativa imitou nossas instituições e está ativamente tentando restaurar seu governo nessas terras.;Ïîñëå ïîñåëåíèÿ â òàê íàçûâàåìîì Çóëóëàíäå êîğåííîå íàñåëåíèå ïîäğàæàëî íàøèì èíñòèòóòàì è àêòèâíî ïûòàåòñÿ âîññòàíîâèòü ñâîå ãîñïîäñòâî íà òàêèõ çåìëÿõ.;Kiellon jälkeen ns. Zululandissa syntyperäinen väestö jäljitteli toimielimiämme ja pyrkii aktiivisesti palauttamaan säännöt tällaisille maille.;x
EVTOPTA451005;Zulus attack, fight back to back, show them no mercy!;Cela me rappelle une chanson de Sabaton.;Das erinnert mich an ein Lied von Sabaton.;To przypomina mi piosenkê Sabaton.;Esto me recuerda a una canción de Sabaton.;Questo mi ricorda una canzone di Sabaton.;Ez egy Sabaton dalra emlékeztet.;To mi pøipomíná Sabatonovou píseò.;Ez egy Sabaton dalra emlékeztet.;Dit doet me denken aan een Sabaton-nummer.;Isso me lembra uma música de Sabaton.;İòî íàïîìèíàåò ìíå ïåñíş Ñàáàòîí.;Tämä muistuttaa minua Sabaton-laulusta.;x
EVTNAME451006;The City States of India;Les Cités-États de l'Inde;Die Stadtstaaten von Indien;Miasta w Indiach;Los estados de la ciudad de India;Gli stati-città dell'India;India városállamai;Mìstské státy Indie;India városállamai;De stadstaten van India;Os estados da cidade da Índia;Ãîğîäñêèå øòàòû Èíäèè;Intian kaupunginvaltiot;x
EVTDESC451006;Indore, Bhopal, Jaipur, and Shimla, these little places have effectively ruled themselves as city-states up until today.;Indor, Bhopal, Djaïpur et Chimla, ces petits endroits se sont effectivement imposés comme des cités-états jusqu'à aujourd'hui.;Indore, Bhopal, Dschaipur und Schimla, diese kleinen Orte haben sich bis heute tatsächlich als Stadtstaaten regiert.;Indore, Bhopal, Jaipur i Shimla, te ma³e miejsca do dziœ rz¹dzi³y siê miastami.;Indore, Bhopal, Jaipur y Shimla, estos pequeños lugares se han gobernado efectivamente como ciudades-estado hasta hoy.;Indore, Bhopal, Jaipur e Shimla, questi piccoli luoghi si sono effettivamente stabiliti come città-stato fino ad oggi.;Indore, Bhopal, Jaipur és Shimla, ezek a kis helyek ténylegesen uralkodtak magukra a városi államok napjainkig.;Indore, Bhopal, Jaipur a Shimla, se tato malá místa úèinkovaly a do dnešní doby jako mìstské státy.;Indore, Bhopal, Jaipur és Shimla, ezek a kis helyek ténylegesen uralkodtak magukra a városi államok napjainkig.;Indore, Bhopal, Jaipur en Shimla, deze kleine plaatsen hebben tot op de dag van vandaag zichzelf als stadstaten verklaard.;Indore, Bhopal, Jaipur e Shimla, esses pequenos lugares têm se estabelecido como cidades-estados até hoje.;Èíäîğå, Áõîïàëå, Äæàéïóğå è Øèìëå, ıòè íåáîëüøèå ìåñòà ıôôåêòèâíî óïğàâëÿëè ñîáîé êàê ãîğîäà-ãîñóäàğñòâà âïëîòü äî ñåãîäíÿøíåãî äíÿ.;Indore, Bhopal, Jaipur ja Shimla, nämä pienet paikat ovat todella hallitsevat itseään kaupunkivaltioina tähän päivään saakka.;x
EVTOPTA451006;Hoping they don't revolt back!;J'espère qu'ils ne se révoltent point!;Hoffentlich rebellieren sie nicht!;Maj¹c nadziejê, ¿e siê nie zbuntuj¹!;¡Esperando que no se rebelen!;Sperando che non si ribellano!;Remélve, hogy nem lázadnak vissza!;Doufám, e se nevrátí zpìt!;Remélve, hogy nem lázadnak vissza!;In de hoop dat ze niet in opstand komen!;Esperando que eles não se revoltem de volta!;Íàäåÿñü, ÷òî îíè íå âîññòàíóò!;Toivottavasti he eivät revittele takaisin!;x
EVTNAME450007;Dr. Esperanto’s International Language;La langue internationale du Dr. Esperanto;Die Internationale Sprache des Doktoren Esperanto;Miêdzynarodowy jêzyk Dr. Esperanto;El idioma internacional del Dr. Esperanto;La lingua internazionale del Dr. Esperanto;Dr. Esperanto Nemzetközi Nyelve;Mezinárodní jazyk Dr. Esperanta;Dr. Esperanto Nemzetközi Nyelve;Dr. Esperanto's internationale taal;Idioma Internacional do Dr. Esperanto;Ìåæäóíàğîäíûé ÿçûê äîêòîğà İñïåğàíòî;Esperanton kansainvälinen kieli;x
EVTDESC450007;"The Polish-Jewish ophthalmologist L. Zamenhof publicated a book in Warsaw, called ""Unua Libro"" (the First Book), in which he states and creates an artificial language to promote world’s peace through linguistic unity.";"L'ophtalmologiste polonais-juif L. Zamenhof a publié un livre à Varsovie, intitulé ""Unua Libro"" (le Premier Livre), dans lequel il affirme et crée un langage artificiel pour promouvoir la paix mondiale par l'unité linguistique.";"Der polnisch-jüdische Augenarzt L. Zamenhof hat in Warschau ein Buch mit dem Titel ""Unua Libro"" (das Erste Buch) veröffentlicht, in dem er eine künstliche Sprache formuliert und schafft, um den Frieden der Welt durch sprachliche Einheit zu fördern.";"Oskar¿yciel polsko-¿ydowski L. Zamenhof opublikowa³ w Warszawie ksi¹¿kê ""Unua Libro"" (Pierwsza Ksi¹¿ka), w której stwierdza i tworzy sztuczny jêzyk, by promowaæ pokój na œwiecie poprzez jednoœæ jêzykow¹.";"El oftalmólogo judeo-polaco L. Zamenhof publicó un libro en Varsovia, llamado ""Unua Libro"" (el Primero Libro), en el que declara y crea un lenguaje artificial para promover la paz mundial a través de la unidad lingüística.";"L'oftalmologo polacco-ebreo L. Zamenhof pubblicò un libro a Varsavia, chiamato ""Unua Libro"" (il Primo Libro), in cui afferma e crea un linguaggio artificiale per promuovere la pace del mondo attraverso l'unità linguistica.";"A lengyel-zsidó szemész L. Zamenhof kiadott egy könyvet Varsóban, az ""Unua Libro""-nak (az Elsõ Könyvnek), amelyben kifejezi és létrehoz egy mesterséges nyelvet a világ békéjének nyelvi egységen keresztüli elõmozdítására.";"Polskı a idovskı oftalmolog L. Zamenhof publikoval ve Varšavì knihu nazvanou ""Unua Libro"" (První Kniha), ve které uvádí a vytváøí umìlı jazyk, kterı prosazuje svìtovı mír prostøednictvím jazykové jednoty.";"A lengyel-zsidó szemész L. Zamenhof kiadott egy könyvet Varsóban, az ""Unua Libro""-nak (az Elsõ Könyvnek), amelyben kifejezi és létrehoz egy mesterséges nyelvet a világ békéjének nyelvi egységen keresztüli elõmozdítására.";"De Pools-joodse oogarts L. Zamenhof publiceerde een boek in Warschau, genaamd ""Unua Libro"" (het Eerste Boek), waarin hij stelt en een kunstmatige taal creëert om de wereldvrede te bevorderen door linguïstische eenheid.";"O oftalmologista polonês-judeu L. Zamenhof publicou um livro em Varsóvia, chamado ""Unua Libro"" (o Primeiro Livro), no qual ele afirma e cria uma linguagem artificial para promover a paz mundial através da unidade linguística.";"Ïîëüñêî-åâğåéñêèé îôòàëüìîëîã Ë. Çàìåíõîô îïóáëèêîâàë êíèãó â Âàğøàâå ïîä íàçâàíèåì ""Óíóà Ëèáğî"" (Ïåğâàÿ Êíèãà), â êîòîğîé îí èçëàãàåò è ñîçäàåò èñêóññòâåííûé ÿçûê äëÿ ñîäåéñòâèÿ ìèğó âî âñåì ìèğå ÷åğåç ëèíãâèñòè÷åñêîå åäèíñòâî.";"Puolalais-juutalainen silmälääkäri L. Zamenhof julkaisi Varsovassa kirjan nimeltä ""Unua Libro"" (Ensimmäinen Kirja), jossa hän ilmaisee ja luo keinotekoisen kielen edistääkseen maailman rauhaa kielellisen yhtenäisyyden kautta.";x
EVTOPTA450007;We could teach it to our folk;Nous pourrions l'enseigner à notre population;Wir könnten es unserer Bevölkerung beibringen;Mo¿emy nauczyæ go naszej ludnoœci;Podríamos enseñarlo a nuestra población;Potremmo insegnarlo alla nostra popolazione;Tanítanánk azt a lakosságunknak;Mohli bychom to nauèit našemu obyvatelstvu;Tanítanánk azt a lakosságunknak;We zouden het onze bevolking kunnen leren;Nós poderíamos ensiná-lo a nossa população;Ìû ìîãëè áû íàó÷èòü ıòî íàøåìó íàñåëåíèş;Voisimme opettaa sen väestöllemme;x
EVTOPTB450007;Who wants to furtherly worsen the Tower of Babel?;Qui veut aggraver la malédiction de Babel?;Wer will den Fluch Babels weiter verschlimmer?;Kto chce jeszcze bardziej pogarszaæ kl¹twê Babel?;¿Quién quiere empeorar aún más la maldición de Babel?;Chi vuole ulteriormente peggiorare la maledizione di Babele?;Ki akarja tovább rombolni Bábel átkait?;Kdo chce dále zhoršit Babelovu prokletí?;Ki akarja tovább rombolni Bábel átkait?;Wie wil de vloek van Babel verder verergeren?;Quem quer piorar ainda mais a maldição de Babel?;Êòî õî÷åò åùå áîëåå óñóãóáèòü ïğîêëÿòèå Âàâèëîíà?;Kuka haluaa edelleen pahentaa Babelin kirousta?;x
EVTNAME450008;The Transcaucasian Realms;Les royaumes transcaucasiens;Die transkaukasischen Reiche;Krainy Zakaukaskie;Los reinos de Transcaucasian;I regni transcaucasici;A Transcaucasian Realms;Zakázané království;A Transcaucasian Realms;De Transkaucasian rijken;Os Reinos Transcaucasianos;Çàêàâêàçñêèå öàğñòâà;Transkaukasian Realms;x
EVTDESC450008;After centuries of feudal fight amongst our neighbours, $COUNTRY$ finally managed to unite their kin and they are now able to be recognized from the world's powers.;Après des siècles de lutte féodale entre nos voisins, $COUNTRY$ a finalement réussi à unir leurs parents et ils peuvent maintenant être reconnus par les puissances du monde.;Nach Jahrhunderten des feudalen Kampfes zwischen unseren Nachbarn gelang $COUNTRY$ endlich, ihre Verwandten zu vereinen, und sie sind nun in der Lage, von den Mächten der Welt anerkannt zu werden.;Po stuleciach feudalnej walki pomiêdzy naszymi s¹siadami, $COUNTRY$ w koñcu uda³o siê zjednoczyæ swoich krewnych i teraz mog¹ byæ rozpoznawani ze œwiatowych mocy.;Después de siglos de lucha feudal entre nuestros vecinos, $COUNTRY$ finalmente logró unir a sus parientes y ahora pueden ser reconocidos por los poderes del mundo.;Dopo secoli di lotte feudali tra i nostri vicini, $COUNTRY$ finalmente è riuscito a unire i suoi fratelli e ora sono in grado di essere riconosciuti dai poteri del mondo.;A szomszédaink évszázados feudális küzdelme után a $COUNTRY$ végül sikerült egyesülniük rokonainkkal, és most már képesek vagyunk felismerni a világ hatalmából.;Po staletích feudálního boje mezi našimi sousedy se $COUNTRY$ koneènì podaøilo sjednotit své pøíbuzné a nyní jsou schopni rozpoznat svìtové mocnosti.;A szomszédaink évszázados feudális küzdelme után a $COUNTRY$ végül sikerült egyesülniük rokonainkkal, és most már képesek vagyunk felismerni a világ hatalmából.;Na eeuwen feodale strijd onder onze buren, is $COUNTRY$ er eindelijk in geslaagd om hun verwanten te verenigen en ze kunnen nu worden herkend door de machten van de wereld.;Depois de séculos de luta feudal entre os nossos vizinhos, o $COUNTRY$ finalmente conseguiu unir seus parentes e agora eles podem ser reconhecidos pelas potências mundiais.;Ïîñëå ñòîëåòèé ôåîäàëüíîé áîğüáû ñğåäè íàøèõ ñîñåäåé, $COUNTRY$, íàêîíåö, óäàëîñü îáúåäèíèòü ñâîèõ ğîäñòâåííèêîâ, è òåïåğü îíè ìîãóò áûòü ïğèçíàíû èç ìèğîâûõ äåğæàâ.;Sen jälkeen, kun naapurimaissamme oli vuosisatojen feodaalinen taistelu, $COUNTRY$ vihdoin onnistui yhdistämään sukulaisensa ja heidät voidaan nyt tunnustaa maailman voimasta.;x
